"id","title","date","authors","authorsInternal","topics","jel","abstract"
"2016-12","On the Nexus of Monetary Policy and Financial Stability: Is the Financial System More Resilient?","May 2016","Patricia Palhau Mora,Michael Januska","TRUE,TRUE","Financial stability,Financial system regulation and policies,Monetary policy framework","E,E5,E52,G,G0,G01,G2,G21,G23,G28","Monetary policy and financial stability are closely intertwined, and the resilience of the financial system carries weight in this relationship. This paper explores whether the financial system is more resilient as a result of the G20’s post-crisis agenda for financial regulatory reform. It summarizes the agenda’s key measures and implementation schedules, both internationally and in Canada, reviews the effectiveness of the reform measures in preventing and addressing financial imbalances, and outlines outstanding issues. It finds that, to date, there is evidence that the G20’s reform measures are increasing financial system resilience globally, especially in the banking sector. Yet, implementation is still ongoing, and it may be too early to judge how the reform measures are interacting with one another. In Canada, the resilience of the financial system is being enhanced by the ongoing implementation of more-rigorous global regulatory and supervisory standards. Consequently, the likelihood and impact of severe financial stress in the future should be reduced, supporting the primary focus of monetary policy on achieving its 2 per cent inflation target."
"2016-13","The Doug Purvis Memorial Lecture—Monetary/Fiscal Policy Mix and Financial Stability: The Medium Term Is Still the Message","June 2016","Stephen S. Poloz","TRUE","Economic models,Financial stability,Fiscal Policy,Monetary policy framework","E,E3,E37,E5,E6,E63","Financial stability risks have become topical in the wake of the global financial crisis and the subsequent extended period of very low interest rates. This paper investigates the significance of the mix of monetary and fiscal policies for financial stability through counterfactual simulations of three key historical episodes, using the Bank’s main policy model, ToTEM (Terms-of-Trade Economic Model). The paper finds that there is an intimate relationship between the monetary/fiscal policy mix and the dynamics of both private sector and public sector debt accumulation. No attempt is made to develop criteria for policy mix optimization, since it is clear from the model simulations that the appropriate policy mix is highly state-dependent. This finding points to the need for a coherent framework for weighing the relative financial and macroeconomic consequences of accumulating public sector versus private sector debt. Furthermore, the analysis suggests that there are potential benefits to ex ante monetary/fiscal policy coordination, and that Canada’s policy framework—where the monetary and fiscal authorities jointly agree on an inflation target while enshrining central bank operational independence—represents an elegant coordinating mechanism."
"2016-14","Clearing and Settlement Systems from Around the World: A Qualitative Analysis","June 2016","Michael Tompkins,Ariel Olivares","FALSE,TRUE","Financial services,Financial system regulation and policies,Payment clearing and settlement systems","E,E4,E42,L,L1,L14,L15,L5,L52","As Canada continues to engage in a dialogue to develop the approach to modernizing its core payment systems, we analyze the core payment systems that exist in countries around the world. We study payment systems in 27 jurisdictions, encompassing a broad range of geographic regions, through three levels of analysis. First, we identify and discuss the different types of core systems, and the prevalence of each of them. At a high level, we find that most jurisdictions have added a new real-time retail system, all have a batch retail payment system, and the vast majority have made upgrades to their large-value payment systems. Second, we evaluate what core system upgrades have resulted in improved access, functionality, interoperability, timeliness and risk management. Finally, we analyze the overarching design found in multiple core payment systems across jurisdictions and identify four distinct core payment system configurations. These main core system configurations reflect the different approaches taken to modernize, depending on jurisdictional factors, including public policy objectives, drivers, needs, payment instruments and gaps resulting from legacy systems. We conclude that it is necessary to have a complete understanding of modernization objectives, based on each country’s unique jurisdictional factors. A comprehensive set of modernization objectives can then be used to develop a holistic multi-system plan, designed to modernize each core payment system in a complementary manner."
"2016-15","The Role of Central Banks in Promoting Financial Stability: An International Perspective","July 2016","Rose Cunningham,Christian Friedrich","TRUE,TRUE","Financial stability,Financial system regulation and policies","E,E5,G,G0,G01,G2,G28","The 2007–09 global financial crisis has led policy-makers around the world, including central banks, to refocus their efforts to promote financial stability. As part of this process, central banks became quite active in supporting financial stability in a variety of ways, such as publicly sharing their assessments of financial system vulnerabilities and risks and helping to strengthen regulation, supervision and macroprudential measures. However, the use of monetary policy instruments for managing financial stability risks is more widely debated because central banks may face a trade-off between attaining their inflation targets in a timely manner and exacerbating financial stability risks. Recent research suggests that central banks that tend to have stronger financial stability mandates and less influence over regulatory and macroprudential tools are more likely to use monetary policy to address financial stability risks."
"2016-16","Credit Risk and Collateral Demand in a Retail Payment System","July 2016","Héctor Pérez Saiz,Gabriel Xerri","TRUE,TRUE","Econometric and statistical methods,Financial stability,Payment clearing and settlement systems","C,C5,C58,G,G2,G21,G23","The recent financial crisis has led to the development of new regulations to control risk in designated payment systems, and the implementation of new credit risk management standards is one of the key issues. In this paper, we study various credit risk management schemes for the Canadian retail payment system (ACSS) that are designed to cover the exposure of a defaulting member. We consider schemes that use a collateral pool calculated using a rolling time window. Our simulations show that the size of the window has a very significant effect on the average level of collateral and its variability day to day, creating an interesting trade-off. Collateral levels and variability may be important for ACSS participants because they could affect the opportunity costs of pledging collateral, and also the costs of managing it over time. Our results contribute to understanding the practical implementation of risk management schemes in the current and future generations of payment systems in Canada."
"2016-17","Leaning Within a Flexible Inflation-Targeting Framework: Review of Costs and Benefits","August 2016","Denis Gorea,Oleksiy Kryvtsov,Tamon Takamura","FALSE,TRUE,TRUE","Financial stability,Monetary policy framework","E,E0,E4,E44,E5,E52,E58,G,G1,G18","This note examines the merits of monetary policy adjustments in response to financial stability concerns, taking into account changes in the state of knowledge since the renewal of the inflation-targeting agreement in 2011. A key financial system vulnerability in Canada is elevated household indebtedness: as more and more households are nearing their debt-capacity limits, the likelihood and severity of a large negative correction in housing markets are also increasing. Adjusting the path of policy rates can be effective in reducing the buildup of household debt and the likelihood of a house price correction over the medium term. Such adjustments can also generate a fall in inflation and in output over the short term compared with the case without a policy-rate adjustment. Overall, the estimated benefits of a leaning adjustment tend to be smaller than its social losses, since its impact on the buildup of vulnerabilities is modest and the reduction in the incidence of house price corrections or financial crises is limited."
"2016-18","Using Speed and Credit Limits to Address the Procyclicality of Initial Margin at Central Counterparties","September 2016","Nikil Chande,Nicholas Labelle","TRUE,TRUE","Financial markets,Financial stability,Financial system regulation and policies,Payment clearing and settlement systems","G,G1,G18","This paper proposes a practical approach to address the procyclicality of initial margin at central counterparties (CCPs) that can work even in periods of extreme stress. The approach allows CCPs to limit the speed of margin increases resulting from spikes in market volatility. To maintain the desired level of risk protection, the model covers, through loss-sharing arrangements, a chosen number of the largest shares of the margin increases that are deemed procyclical. To facilitate adoption of this approach, we allow loss sharing to be capped through the allocation of bilateral credit limits. We undertake an empirical exercise to demonstrate that, even with conservative assumptions, the proposed approach can generate significant margin relief without generating losses that cannot be absorbed by clearing members."
"2016-19","Implementing Cross-Border Interbank Lending in BoC-GEM-FIN","September 2016","Malik Shukayev,Argyn Toktamyssov","FALSE,TRUE","Business fluctuations and cycles,Economic models,International topics","E,E2,E27,E3,E37,F,F4,F47","BIS interbank lending data show that the Great Recession generated large and persistent changes in the international interbank lending positions of various countries. The main objective of this study is to understand the role of changes in international interbank credit flows in transmitting shocks across borders. To accomplish this task, we needed a global structural model with an international interbank market. Our search for a suitable structural model revealed that the Bank of Canada version of the global economy model (BoC-GEM-FIN) comes closest to our needs. BoC-GEM-FIN includes region-specific interbank markets, as well as some international borrowing and lending, but abstracts from the international interbank lending. This paper describes the modifications we made in order to introduce the international interbank market into BoC-GEM-FIN. The modified model is calibrated to match the changes in international interbank lending positions and the decline in the business lending of US banks that took place after the fourth quarter of 2008. Our simulations show that the international interbank market amplifies spillover effects of demand shocks but does not systematically alter the effects of supply shocks, including those for commodities."
"2016-1","A New Measure of the Canadian Effective Exchange Rate","January 2016","Russell Barnett,Karyne B. Charbonneau,Guillaume Poulin-Bellisle","TRUE,TRUE,FALSE","Exchange rates,International topics","F,F1,F3,F31","Canada’s international competitiveness has received increasing attention in recent years as exports have fallen short of expectations and Canada has lost market share. This paper asks whether the Bank of Canada’s current effective exchange rate measure, the CERI, is still an accurate measure of Canada’s international competitiveness. Overall, while the CERI represented an improvement over previous measures when it was introduced, we find that it has several drawbacks that make it less well suited to address current competitiveness issues. To address these deficiencies, we develop a new Canadian effective exchange rate (CEER) index using a methodology based on current international best practices. The new index includes a broader set of countries and uses annually updated competition-based weights. These weights account for both Canada’s bilateral trade with another country and the competition Canada faces from that country on a product-by-product basis in third markets. We find that the CEER has depreciated less than the CERI in recent years, reflecting the greater importance of third-market competition from emerging-market economies in the CEER. This could help explain why Canada’s share of the U.S. import market has continued to decline despite the recent large depreciation of the Canadian dollar against the currencies of a number of advanced economies."
"2016-20","The Paul Storer Memorial Lecture—Cross-Border Trade Integration and Monetary Policy","September 2016","Stephen S. Poloz","TRUE","Economic models,Monetary Policy,Trade Integration","E,E3,E37,E5,F,F1,F4,F41,F6","In this paper we explore the nexus between cross-border trade integration and monetary policy. We first review the evidence that trade liberalization has increased the degree of integration in North America and conclude that, while robust structural inferences remain elusive, there is sufficient supporting evidence for central banks to treat the issue seriously. The paper then discusses several channels by which increased integration might affect macroeconomic models. We introduce modifications to the Bank of Canada’s main policy model, ToTEM, to capture some of the impacts of integration suggested in the literature and generate stochastic simulations to compare versions of the model with low and high integration. The main conclusion is that increased integration may make it more challenging for central banks to control inflation, in the sense that doing so will require more variability in interest rates, exchange rates and the output gap."
"2016-21","The Digital Economy—Insight from a Special Survey with IT Service Exporters","November 2016","Wei Dong,James Fudurich,Lena Suchanek","TRUE,FALSE,TRUE","Firm dynamics,Service Sector","D,D2,D22,L,L8,L86,O,O3,O33","Information technology (IT) is an increasingly integral part of everyday business and personal life reflecting the ongoing and accelerating digital transformation of the economy. In this paper, we present information gathered from a survey with export-oriented firms in the Canadian IT service industry and consultations with industry associations aimed at shedding light on this small but highly dynamic sector. Our main findings from this survey are: (i) IT service firms experience strong sales growth and tend to be very positive about their outlook, driven by the solid exports that comprise the majority of their sales; (ii) in this context, firms overwhelmingly view the weaker Canadian dollar as favourable, boosting their margins on foreign sales; (iii) because of the knowledge-intensive nature of the industry, firms report investing in human capital more than in physical capital. This often comes with strong employment and R&D investment intentions, although firms in some regions face difficulties in recruiting qualified staff. The survey results provide initial insight in the context of our broader agenda to better understand the implications of digitalization for the Canadian economy."
"2016-22","Central Bank Digital Currencies: A Framework for Assessing Why and How","November 2016","Ben Fung,Hanna Halaburda","TRUE,TRUE","Digital Currencies,Financial services,Payment clearing and settlement systems","E,E4,E41,E42","Digital currencies have attracted strong interest in recent years and have the potential to become widely adopted for use in making payments. Public authorities and central banks around the world are closely monitoring developments in digital currencies and studying their implications for the economy, the financial system and central banks. One key policy question for public authorities such as a central bank is whether or not to issue its own digital currency that can be used by the general public to make payments. There are several public policy arguments for a central-bank-issued digital currency. This paper proposes a framework for assessing why a central bank should consider issuing a digital currency and how to implement it to improve the efficiency of the retail payment system."
"2016-2","Extending the Labour Market Indicator to the Canadian Provinces","January 2016","Alexander Fritsche,Katherine Ragan","TRUE,FALSE","Labour markets,Recent economic and financial developments","E,E2,E24,E27,J,J2,J21,J23","Calculating the labour market indicator (LMI) at the provincial level provides useful insights into Canada’s regional economies and reveals differing trends in the state of underlying labour market conditions across provinces. Conclusions based on the Canadian LMI do not necessarily translate to the provinces. In most cases, the correlations between the provincial LMIs and the underlying labour market variables have the expected sign. Differences among provinces reflect idiosyncratic differences among provincial labour markets. The values of the provincial LMIs are not invariant to the sample period used when constructing them. We find that using a longer sample estimation period improves the properties of some of the provincial LMIs. Recent values for the LMI show that labour markets have deteriorated notably in Alberta, Saskatchewan, and Newfoundland and Labrador. At the same time, the LMIs for British Columbia, Ontario, Quebec and New Brunswick have improved over the course of the past year and the gap between the unemployment rate and the LMI has tended to narrow."
"2016-3","New Housing Registrations as a Leading Indicator of the BC Economy","February 2016","Calista Cheung,Dmitry Granovsky","TRUE,FALSE","Business fluctuations and cycles,Housing,Regional economic developments","C,C1,C13,C5,C53,E,E3,E32,E37","Housing starts and building permits data are commonly used as leading indicators of economic activity. In British Columbia, all new homes must be registered with the Homeowner Protection Office, a branch of BC Housing, before the issuance of building permits and the start of construction. Data on new housing registrations (NHR) could thus potentially be used as an even earlier leading indicator of economic activity. This study assesses whether NHR data have significant predictive power for economic activity in British Columbia. The authors find that quarterly increases in new registrations for single detached homes have statistically significant predictive content for growth in real GDP over the next one to three quarters, and provide stronger signals compared to housing starts and building permits over this forecast horizon. These signals remain significant for growth in real GDP over the next two quarters even in the presence of other leading indicators in the equations. However, forecasts using quarterly NHR data with other leading indicators are not able to outperform simple benchmark forecasts in an out-of-sample forecasting exercise. Nonetheless, adding the NHR variable to an AR(1) equation does produce forecasts that are superior to a simple AR(1) and that at one quarter ahead also outperform an AR(1) augmented with building permits."
"2016-4","Limits to Arbitrage and Deviations from Covered Interest Rate Parity","February 2016","James Pinnington,Maral Shamloo","FALSE,FALSE","Exchange rates,International financial markets","F,F3,F31,G,G1,G15","We document an increase in deviations from short-term covered interest rate parity (CIP) in the first half of 2015. Since the Swiss National Bank’s (SNB) decision to abandon its minimum exchange rate policy, both the magnitude and volatility of deviations from CIP have increased across several currency pairs. The effect is particularly pronounced for pairs involving the Swiss franc. These deviations are distinct from those observed during the financial crisis. We argue that they are a consequence of reduced liquidity in foreign exchange markets, rather than imbalances in international funding markets. A reduction in the supply of forward contracts, owing to limited dealer capacity following the SNB decision, led to wide bid-ask spreads in the forward market. This friction, pertaining specifically to the foreign exchange market rather than broader funding markets, allowed deviations from CIP to persist."
"2016-5","What Is Behind the Weakness in Global Investment?","February 2016","Maxime Leboeuf,Robert Fay","TRUE,TRUE","Business fluctuations and cycles,Central bank research,Domestic demand and components,Economic models,International topics,Recent economic and financial developments,Uncertainty and monetary policy","C,C2,C23,C3,C33,D,D2,D24,D8,D80,D84,E,E2,E22,F,F0,F01,G,G3,G31","The recovery in private business investment globally remains extremely weak more than seven years after the financial crisis. This paper contributes to the ongoing policy debate on the factors behind this weakness by analyzing the role of growth prospects and uncertainty in explaining developments in non-residential private business investment in large advanced economies since the crisis. Augmenting the traditional models of investment with measures of growth expectations for output and uncertainty about global demand improves considerably the ability to explain investment growth. Our results suggest that the main driver behind the weakness in global investment in recent years is primarily a pessimistic outlook on the part of firms regarding the strength of future demand. Lower levels of uncertainty have supported investment growth modestly over 2013–14. Similarly, diminishing credit constraints, lower borrowing costs and relatively stronger corporate profits have also supported the recovery in business investment from 2010 onward. Our findings have two important implications for the global outlook for investment. First, the expected improvements in global growth should support a recovery in investment; however, a slowdown in growth in emerging-market economies or further growth disappointment in advanced economies could restrain this recovery. Second, the ongoing recovery in investment remains vulnerable to uncertainty shocks."
"2016-6","The Role of the International Monetary Fund in the Post-Crisis World","February 2016","Mark Kruger,Robert Lavigne,Julie McKay","TRUE,FALSE,FALSE","International topics","F,F3,F33","The International Monetary Fund (IMF, or the Fund) has undergone a number of significant policy changes and reforms in the wake of the global financial crisis. Most notably, in December 2015, the United States approved long-delayed legislation to increase the representation of developing countries in the Fund’s governance structure. The vital progress on quota shares has finally allowed for a resumption of wider and increasingly critical discussion of the strategic role of the IMF in the post-crisis world. This paper aims to relaunch the debate by assessing the recent reforms and changes, identifying areas where progress is still needed and proposing solutions. Our findings suggest that, while much has been accomplished by the Fund’s management and staff since the global crisis, there is still a pressing need for member countries to push for further reforms if the IMF is to remain a relevant player in the rapidly evolving global economic and financial system. Emerging-market economies remain under-represented at the Fund and continue to perceive the IMF as biased against them, undermining the influence of its advice, despite the increase in their quota share and changes to improve the quality, efficiency and even-handedness of the IMF’s surveillance and lending. In advanced economies, where the Fund has traditionally had little traction on national policies, the institution faces the challenge of managing and communicating its independence in programs involving large shareholders. We propose reforms aimed at improving country representation, granting the IMF real operational independence and enhancing its catalytic role."
"2016-7","The Evolution of the Chinese Housing Market and Its Impact on Base Metal Prices","March 2016","Mark Kruger,Kun Mo,Benjamin Sawatzky","TRUE,TRUE,TRUE","International topics","Q,Q3,Q31,R,R3,R31","The Chinese housing market has grown rapidly following its liberalization in the 1990s, generating significant economic activity and demand for base metals. In this paper, we discuss the evolution of the Chinese housing market and quantify its importance for the overall Chinese economy and its linkages to base metal prices. We estimate that the housing boom was responsible for roughly a quarter of the 85 per cent increase in base metal prices from 2002 to 2010. Since 2014, however, a substantial inventory overhang has led to a steep correction in the housing market, which in turn has contributed up to a third of the 25 per cent decline in base metal prices. While the drag on metal prices should ease as the Chinese housing market stabilizes, the level of support from this sector will likely remain minimal compared with the experience of the past decade."
"2016-8","Canadian Repo Market Ecology","March 2016","Corey Garriott,Kyle Gray","TRUE,TRUE","Financial Institutions,Financial markets,Financial system regulation and policies,Market structure and pricing","G,G1,G18,G2,G21,G23","This is the first of the Financial Markets Department’s descriptions of Canadian financial industrial organization. The document discusses the organization of the repurchase-agreement (repo) market in Canada. We define the repo contract, the market infrastructures that support repo trading and the composition of the market participants. We also describe repo trading practices in Canada, risks in the repo market and repo regulation. A repo is a financial contract that resembles a collateralized loan. It is used to support the funding needs of financial institutions and to procure on a temporary basis specific securities. The Canadian repo market is primarily composed of large banks and large investment institutions such as pension funds. A unique feature of the Canadian market is that Canadian investment institutions are net borrowers of cash via repo. Repo can transmit risks in the financial system because it can create levered interconnections among participants. Risks in the Canadian repo market are relatively smaller than in other jurisdictions."
"2016-9","A Framework in Search of an Optimal Margining Policy for Official Institutions: The Canadian Experience","March 2016","Tomo Nakashima,Mihai Cosma,Boran Plong","FALSE,FALSE,FALSE","Financial markets,Foreign reserves management","G,G3,G32","One of the main outcomes of the global financial crisis has been a series of new regulations imposed on the financial system and specifically on banks. As a result of the changing regulations, bank dealers introduced various “credit” and “liquidity” charges for uncollateralized over-the-counter (OTC) derivatives trades, governed by a one-way or asymmetric credit support annex (CSA), whereby only bank dealers are required to post collateral in favour of official institutions—sovereigns, central banks, government agencies, sovereign wealth funds and supranational institutions—such as the Government of Canada. These charges have sharply increased costs for the government, which, like other official institutions, has been an extensive user of OTC derivatives. In this paper, we propose a framework that official institutions can use to analyze the cost and risk trade-offs among potential margining policies, including moving to a more symmetric CSA versus the prevailing one-way CSAs. Our analysis indicates that, in the case of Canada, moving to a more symmetric CSA results in lower cost and risk for the government relative to the prevailing one-way CSA margining policy, due to the government’s relatively lower funding cost. In fact, all margining policies tested dominate the prevailing one-way CSA prior to 2015. As a result, remaining under the one-way CSA and continuing to transact OTC derivatives is no longer the best policy given the charges levied against the government."
"2017-10","Fintech: Is This Time Different? A Framework for Assessing Risks and Opportunities for Central Banks","July 2017","Meyer Aaron,Francisco Rivadeneyra,Samantha Sohal","TRUE,TRUE,TRUE","Central bank research,Digital Currencies,Financial Institutions,Payment clearing and settlement systems","E,E4,E42,G,G1,G2,L,L1","We investigate the risks and opportunities to the mandates of central banks arising from fintech developments. Fintech may affect the different areas of responsibility of central banks—mainly monetary policy and financial stability—by changing money demand and by changing the industrial organization of the financial system. We present a competitive strategy framework to help evaluate the likelihood of these changes."
"2017-1","An Improved Equation for Predicting Canadian Non-Commodity Exports","January 2017","Patrick Alexander,Jean-Philippe Cayen,Alex Proulx","TRUE,TRUE,FALSE","Balance of payments and components,Exchange rates,International topics","F,F1,F10,F14,F17","We estimate two new equations for Canadian non-commodity exports (NCX) that incorporate three important changes relative to the current equation used at the Bank of Canada. First, we develop two new foreign activity measures (FAMs), which add new components to the FAM currently used at the Bank of Canada. The first measure adds US exports and US government expenditures, and the second adds US industrial production. These new FAMs calibrate the weights on the various components based on the 2014 World Input-Ouput Database to avoid the instability problem that arises when the equations are estimated. Second, we add a new variable to the equations, the trend of Canada’s manufacturing share of output, to control for structural or competitiveness factors that affect Canada’s global import market share. Third, the relative price of exports is determined by a new measure of the Canadian real effective exchange rate developed by Barnett, Charbonneau and Poulin-Bellisle (2016). We find that the new equations improve the in-sample fit and the out-of-sample forecast accuracy relative to the current equation specified in “LENS,” a forecasting model used at the Bank of Canada."
"2017-2","Global Real Activity for Canadian Exports: GRACE","January 2017","André Binette,Tony Chernis,Daniel de Munnik","TRUE,FALSE,TRUE","Balance of payments and components,Econometric and statistical methods,Exchange rates","F,F1,F10,F14,F4,F43","Canadian exports have often disappointed since the Great Recession. The apparent disconnect between exports and the Bank of Canada’s current measure of foreign demand has created an impetus to search for an alternative. Based on a dynamic factor model (DFM) methodology, we use a broad range of international economic indicators (close to 300) to estimate external demand for Canadian exports. The new measure, Global Real Activity for Canadian Exports (GRACE), follows Binette et al. (2014) who suggest that a mix of global final expenditure and production variables could help better identify activity relevant to Canadian exports. They also suggest that non?US variables might be relevant. GRACE uses final expenditure and production variables not only from the United States but also for all of Canada’s major trading partners. We apply this approach to total exports and 14 subaggregates of Canadian exports. Overall, we find that this new measure has good theoretical and empirical properties, especially for higher-level aggregates."
"2017-3","Repo Market Functioning when the Interest Rate Is Low or Negative","January 2017","Jean-Sébastien Fontaine,James Hately,Adrian Walton","TRUE,TRUE,TRUE","Financial markets,Interest rates,Market structure and pricing","D,D4,G,G1,G10,G12","This paper investigates how a low or negative overnight interest rate might affect the Canadian repo markets. The main conclusion is that the repo market for general collateral will continue to function effectively. However, changes to market conventions—such as the introduction of a charge for settlement fails—or other institutional changes may be required so that the repo market for specific collateral continues to support liquidity on the secondary market for government bonds. The historical experience shows that the special repo market in other jurisdictions can function effectively even if the overnight rate is negative. Closer examination suggests what specific circumstances can lead to persistent settlement fails in the specific collateral repo market. Specifically, the combination of (i) low or negative interest rates, (ii) large aggregate short positions in bonds, and (iii) economic or policy surprises may lead to persistent settlement fails."
"2017-4","The Costs of Point-of-Sale Payments in Canada","March 2017","Anneke Kosse,Heng Chen,Marie-Hélène Felt,Valéry Dongmo Jiongo,Kerry Nield,Angelika Welte","FALSE,TRUE,TRUE,FALSE,FALSE,TRUE","Bank notes,Digital Currencies,Financial Institutions,Payment clearing and settlement systems","D,D1,D12,D2,D23,D24,E,E4,E41,E42,G,G2,G21,L,L2","This study provides insight into the costs of cash, debit card and credit card payments made at the point of sale in Canada in 2014. For each payment method, it examines the total resource costs, which capture the overall use of resources by society as a whole. Using extensive survey data from retailers, financial institutions and cash transportation companies as well as internal and external data sources, the results show that the resource costs of payments in Canada are non-negligible (0.78 per cent of GDP). Credit cards are most costly in terms of resource costs per transaction, while cash carries the highest resource costs per dollar transacted. Debit cards are the least costly, both in terms of costs per transaction and costs per dollar in sales. The study also demonstrates how the costs vary with transaction sizes. Considering the variable resource costs only, cash is found to be cheapest for transactions up to $6, while debit cards are the least costly for transactions larger than $6. The study also looks into the total private costs, which are the costs incurred by each stakeholder, thereby providing insight into how costs are affecting the use and acceptance of payment methods."
"2017-5","Assessing the Business Outlook Survey Indicator Using Real-Time Data","April 2017","Lise Pichette,Marie-Noëlle Robitaille","TRUE,FALSE","Business fluctuations and cycles,Regional economic developments","C,C5,C53,C8,C82,E,E3,E37","Every quarter, the Bank of Canada conducts quarterly consultations with businesses across Canada, referred to as the Business Outlook Survey (BOS). A principal-component analysis conducted by Pichette and Rennison (2011) led to the development of the BOS indicator, which summarizes survey results and is used by the Bank as a gauge of overall business sentiment. In this paper, we examine whether data vintages matter when assessing the predictive content of the BOS indicator and individual BOS questions and whether the BOS is a better indicator of revised or unrevised macroeconomic data. As an indicator of business sentiment in the context of monetary policy, the reliability of the BOS is essential, and it is crucial to understand whether the signals it sends are best interpreted for early-released or revised data. For this purpose, we use different methods of forecasting that take into account the real-time perspective of the data. Results from the different methods show that the BOS content is informative regardless of data revisions. However, in real time, the BOS indicator and individual BOS questions are found to produce better nowcasts of first-released data or partially revised data than of latest-available data. This is particularly important in the case of growth in real business investment. In fact, because revisions to real business investment are more volatile than revisions to real gross domestic product (GDP), the choice of data vintages when assessing the ability of the BOS to forecast growth appears to be more important for real business investment than for real GDP."
"2017-6","Multilateral Development Bank Credit Rating Methodology: Overcoming the Challenges in Assessing Relative Credit Risk in Highly Rated Institutions Based on Public Data","May 2017","David Xiao Chen,Philippe Muller,Hawa Wagué","TRUE,TRUE,FALSE","Credit risk management,Foreign reserves management","F,F3,F31,G,G2,G24,G28,G3,G32","The investment of foreign exchange reserves or other asset portfolios requires an assessment of the credit quality of counterparties. Traditionally, foreign exchange reserve managers and other investors have relied on credit rating agencies (CRAs) as the main source for credit assessments. The Financial Stability Board issued a set of principles in support of financial stability to reduce reliance on CRA ratings in standards, laws and regulations. To support efforts to end mechanistic reliance on CRA ratings and instead establish stronger internal credit assessment practices, this paper provides a detailed technical description of a methodology developed to assign an internal credit rating to multilateral development banks (MDBs), using only publicly available data. The methodology relies on fundamental credit analysis that produces a forward-looking assessment of the investment entity’s capacity and willingness to pay its financial obligations, resulting in an opinion on the relative credit standing or likelihood of default. This methodology proposes four key innovations: (i) a simple way of estimating the capital adequacy ratio, (ii) new metrics to evaluate the liquidity and funding profile of an MDB, (iii) a straightforward approach to evaluating the exceptional support from shareholders, and (iv) a new criterion related to corporate governance, which provides a high level of objectivity in assessing some of the qualitative indicators. The methodology is a key component of the joint Bank of Canada and Department of Finance Canada initiative to develop internal credit assessment capabilities and is currently used to assess eligibility and inform investment decisions in the management of Canada’s foreign exchange reserves."
"2017-7","Methodology for Assigning Credit Ratings to Sovereigns","May 2017","Philippe Muller,Jérôme Bourque","TRUE,FALSE","Credit risk management,Foreign reserves management","F,F3,F31,G,G2,G24,G28,G3,G32","The investment of foreign exchange reserves or other asset portfolios requires an assessment of the credit quality of investment counterparties. Traditionally, foreign exchange reserve and asset managers have relied on credit rating agencies (CRAs) as the main source for credit assessments. The Financial Stability Board issued principles to reduce reliance on CRA ratings in standards, laws and regulations, in support of financial stability. Moreover, best practices in the asset management industry suggest that investors should understand the credit risks they are exposed to and, more broadly, that internal credit assessments be relied upon to inform investment decisions. In support of efforts by market participants to establish stronger internal credit assessment practices, as well as to solicit feedback, this paper provides a detailed technical description of the methodology developed to assign internal credit ratings to sovereigns, using publicly available data only. This methodology proposes three key innovations: (i) a quantitative approach to assess political risks, (ii) a framework to assess the government’s potential contingent liabilities related to the banking sector, and (iii) a framework to determine the presence of asset price imbalances in the country. The methodology presented relies on fundamental credit analysis that produces a forward-looking and “through-the-cycle” assessment of the investment entity’s capacity and willingness to pay its financial obligations, resulting in an opinion on the relative credit standing or likelihood of default. The methodology presented is currently used to assess eligibility and inform investment decisions in the management of Canada’s foreign exchange reserves. The methodology is a key component of the joint Bank of Canada and Department of Finance Canada initiative to develop internal credit assessment capabilities."
"2017-8","A Three‐Frequency Dynamic Factor Model for Nowcasting Canadian Provincial GDP Growth","June 2017","Tony Chernis,Calista Cheung,Gabriella Velasco","FALSE,TRUE,TRUE","Business fluctuations and cycles,Econometric and statistical methods,Regional economic developments","C,C5,C53,E,E3,E32,E37,R,R1,R11","This paper estimates a three‐frequency dynamic factor model for nowcasting Canadian provincial gross domestic product (GDP). Canadian provincial GDP is released by Statistics Canada on an annual basis only, with a significant lag (11 months). This necessitates a mixed-frequency approach that can process timely monthly data, the quarterly national accounts and the annual target variable. The model is estimated on a wide set of provincial, national and international data. We assess the extent to which these indicators can be used to nowcast annual provincial GDP in a pseudo real‐time setting and construct indicators of unobserved monthly GDP for each province that can be used to assess the state of regional economies. The monthly activity indicators fit the data well in‐sample, are able to track business‐cycle turning points across the provinces, and showcase the significant regional heterogeneity that characterizes a large diverse country like Canada. They also provide more timely indications of business‐cycle turning points and are able to pick up shorter periods of economic contraction that would not be observed in the annual average. In a pseudo real‐time exercise, we find the model outperforms simple benchmarks and is competitive with more sophisticated mixedfrequency approaches such as MIDAS models."
