"id","title","date","authors","authorsInternal","topics","jel","pdf","abstract"
"2011-4","Counterfeit Quality and Verification in a Monetary Exchange","February 2011","Ben Fung,Enchuan Shao","TRUE,TRUE","Bank notes","D,D8,D82,D83,E,E4,E42,E5,E50","http://www.bankofcanada.ca/wp-content/uploads/2011/02/wp11-4.pdf","Recent studies on counterfeiting in a monetary search framework show that  counterfeiting does not occur in a monetary equilibrium. These findings are  inconsistent with the observation that counterfeiting of bank notes has been a  serious problem in some countries. In this paper, we show that counterfeiting  can exist as an equilibrium outcome in a model in which money is not perfectly  recognizable and thus can be counterfeited. A competitive search environment is  employed in which sellers post offers and buyers direct their search based on  posted offers. When sellers are uninformed about the quality of the money, their  offers are pooling and thus buyers can extract rents by using counterfeit money.  In this case, counterfeit notes can coexist with genuine notes under certain  conditions. We also explicitly model the interaction between sellers'  verification decisions and counterfeiters' choices of counterfeit quality. This  allows us to better understand how policies can affect counterfeiting."
"2011-5","Private Information Flow and Price Discovery in the U.S. Treasury Market","February 2011","George Jiang,Ingrid Lo","FALSE,FALSE","Financial markets,Market structure and pricing","G,G1,G12,G14","http://www.bankofcanada.ca/wp-content/uploads/2011/02/wp11-5.pdf","Existing studies show that U.S. Treasury bond price changes are mainly driven  by public information shocks, as manifested in macroeconomic news announcements  and events. The literature also shows that heterogeneous private information  contributes significantly to price discovery for U.S. Treasury securities. In  this paper, we use high frequency transaction data for 2-, 5-, and 10-year  Treasury notes and employ a Markov switching model to identify intraday private  information flow in the U.S. Treasury market. We show that the probability of  private information flow (PPIF) identified in our model effectively captures  permanent price effects in U.S. Treasury securities. In addition, our results  show that public information shocks and heterogeneous private information are  the main factors of bond price discovery on announcement days, whereas private  information and liquidity shocks play more important roles in bond price  variation on non-announcement days. Most interestingly, our results show that  the role of heterogeneous private information is more prominent when public  information shocks are either high or low. Furthermore, we show that  heterogeneous private information flow is followed by low trading volume, low  total market depth and hidden depth. The pattern is more pronounced on  non-announcement days."
"2011-6","The Private Equity Premium Puzzle Revisited","February 2011","Katya Kartashova","TRUE","Financial markets,Interest rates,Recent economic and financial developments","G,G1,G11,G12,G2,G24,G3,G31,G32","http://www.bankofcanada.ca/wp-content/uploads/2011/02/wp11-6.pdf","In this paper, I extend the results of Moskowitz and Vissing-Jørgensen (2002) on the returns to entrepreneurial investments in the United States. First, following the authors’ methodology I replicate the original findings from the Survey of Consumer Finances (SCF) for the period 1989–1998 and show that the returns to private and public equity are similar. I then extend the period under consideration using data from subsequently released waves of SCF 2001, 2004, and 2007 and assess the robustness of their results to this extension. I find that the “private equity premium puzzle” is not a robust feature of the data and does not survive beyond the period of high public equity returns in the 1990s. In particular, returns to entrepreneurial equity remain largely unaffected when public equity returns plunge to near zero values between 1999 and 2001. The average return to private equity exceeds public equity return in 1999-2007 and for the period 1989-2007 as a whole. To validate the results, I provide alternative measures of private equity returns in the data."
"2011-7","Money and Costly Credit","February 2011","Mei Dong","FALSE","Credit and credit aggregates,Inflation: costs and benefits","E,E4,E41,E5,E50","http://www.bankofcanada.ca/wp-content/uploads/2011/02/wp11-7.pdf","I study an economy in which money and credit coexist as means of payment and  the settlement of credit requires money. The model extends recent developments  in microfounded monetary theory to address the choice of payment methods and the  effects of inflation. Whether a buyer uses money or credit depends on the fixed  cost of credit and the inflation rate. In particular, inflation not only makes  money less valuable, but also makes credit more expensive because of delayed  settlement. Based on quantitative analysis, the model suggests that the  relationship between inflation and credit exhibits an inverse U-shape which is  broadly consistent with anecdotal evidence. Compared to an economy without  credit, allowing credit as a means of payment has three implications: [1] it  lowers money demand at low to moderate inflation rates; [2] it improves  society's welfare when the inflation rate exceeds a specific threshold; and [3]  it can raise the welfare cost of inflation for some reasonable values of the  credit cost parameter."
"2011-8","Belief Dispersion and Order Submission Strategies in the Foreign Exchange Market","March 2011","Ingrid Lo,Stephen Sapp","FALSE,FALSE","Exchange rates,Market structure and pricing","D,D4,G,G1","http://www.bankofcanada.ca/wp-content/uploads/2011/03/wp11-8.pdf","This paper empirically examines how dispersions across investors beliefs influence traders order submission decisions in the foreign exchange market. Previous research has found that dispersion in traders beliefs regarding future macroeconomic announcements has a significant impact on both price dynamics and trading volume before the announcements in the foreign exchange and other financial markets. However, little is known about how this dispersion impacts traders choice in submitting different types of orders and thus to supply and demand liquidity either before or after such announcements. Since the types of orders submitted by traders at these times are the building blocks of the observed price and trading dynamics, it is important to understand how differences in investors' information sets before and after important macroeconomic announcements affect their order submission decisions. We find that (i) belief dispersion affects the size and aggressiveness of orders both before and after macroeconomic announcements, (ii) the magnitude of the impact of factors known to affect order choice depends on the level of belief dispersion, and (iii) the influence of information shocks (the revelation of unexpected information) on order choices depends on the level of belief dispersion."
"2011-9","Inventories, Markups and Real Rigidities in Sticky Price Models of the Canadian Economy","March 2011","Oleksiy Kryvtsov,Virgiliu Midrigan","TRUE,FALSE","Business fluctuations and cycles,Transmission of monetary policy","E,E3,E31,F,F1,F12","http://www.bankofcanada.ca/wp-content/uploads/2011/03/wp11-9.pdf","Recent New Keynesian models of macroeconomy view nominal cost rigidities,  rather than nominal price rigidities, as the key feature that accounts for the  observed persistence in output and inflation. Kryvtsov and Midrigan (2010a,b)  reassess these conclusions by combining a theory based on nominal rigidities and  storable goods with direct evidence on inventories for the U.S. This paper  applies Kryvtsov and Midrigan's model to the case of Canada. The model predicts  that if costs of production are sticky and markups do not vary much in response  to, say, expansionary monetary policy, firms react by excessively accumulating  inventories in anticipation of future cost increases. In contrast, in the  Canadian data inventories are fairly constant over the cycle and in response to  changes in monetary policy. Similarly to Kryvtsov and Midrigan, we show that  markups must decline sufficiently in times of a monetary expansion in order to  reduce firms' incentive to hold inventories and thus bring the model's inventory  predictions in line with the data. The model consistent with salient features of  the dynamics of inventories in the Canadian data implies that countercyclical  markups account for a sizable (50-80%) fraction of the response of real  variables to monetary shocks."
"2012-8","Growth in Emerging Market Economies and the Commodity Boom of 2003–2008: Evidence from Growth Forecast Revisions","February 2012","Elif Arbatli,Garima Vasishtha","FALSE,TRUE","Econometric and statistical methods,International topics","Q,Q4,Q41,Q43","http://www.bankofcanada.ca/wp-content/uploads/2012/02/wp2012-08.pdf","Demand for industrial raw materials from emerging economies, particularly emerging Asia, is widely believed to have fueled the surge in oil and industrial commodity prices during 2002-2008. The paper first presents a simple storage model in which commodity prices respond to market participant’s changing expectations of the future macroeconomic environment. In the model, the change in the price of a commodity depends on the unanticipated changes in demand factors, along with the real exchange rate, the real interest rate, and other factors that affect the marginal convenience yield. It then focuses on the role of demand factors by using a newly constructed monthly measure of unanticipated demand shocks for commodities based on revisions to professional forecasts of industrial production growth for a large group of emerging market and advanced economies. The empirical framework also controls for other macroeconomic factors that affect commodity prices, such as the real effective exchange rate (REER) of the U.S. dollar and the real interest rate. The results show that revisions to growth forecasts for emerging Asia play an important role in explaining movements in the real prices of industrial metals. In addition, the REER of the U.S. dollar is an important determinant of industrial commodity prices. For crude oil, growth forecast revisions for the U.S. and the real interest rate play a significant role in explaining real prices. Furthermore, growth surprises in general fall short of explaining the fast run-up in most commodity prices during 2006-2008, and the magnitude of the collapse in prices during the recent global financial crisis."
"2012-1","Real-Time Analysis of Oil Price Risks Using Forecast Scenarios","January 2012","Christiane Baumeister,Lutz Kilian","FALSE,FALSE","Econometric and statistical methods,International topics","C,C5,C53,E,E3,E32,Q,Q4,Q43","http://www.bankofcanada.ca/wp-content/uploads/2012/01/wp2012-1.pdf","Recently, there has been increased interest in real-time forecasts of the real price of crude oil. Standard oil price forecasts based on reduced-form regressions or based on oil futures prices do not allow consumers of forecasts to explore how much the forecast would change relative to the baseline forecast under alternative scenarios about future oil demand and oil supply conditions. Such scenario analysis is of central importance for end-users of oil price forecasts interested in evaluating the risks underlying these forecasts. We show how policy-relevant forecast scenarios can be constructed from recently proposed structural vector autoregressive models of the global oil market and how changes in the probability weights attached to these scenarios affect the upside and downside risks embodied in the baseline real-time oil price forecast. Such risk analysis helps forecast users understand what assumptions are driving the forecast. An application to real-time data for December 2010 illustrates the use of these tools in conjunction with reduced-form vector autoregressive forecasts of the real price of oil, the superior realtime forecast accuracy of which has recently been established."
"2012-10","When Is It Less Costly for Risky Firms to Borrow? Evidence from the Bank Risk- Taking Channel of Monetary Policy","March 2012","Teodora Paligorova,João Santos","TRUE,FALSE","Financial Institutions,Monetary policy framework","G,G2,G21","http://www.bankofcanada.ca/wp-content/uploads/2012/03/wp2012-10.pdf","In an investigation of banks’ loan pricing policies in the United States over the past two decades, this study finds supporting evidence for the bank risk-taking channel of monetary policy. We show that banks charge lower spreads when they lend to riskier borrowers relative to the spreads they charge on loans to safer borrowers in periods of low short-term rates compared to periods of high short-term rates. The interest discount that banks offer riskier borrowers when short-term rates are low is robust to borrower-,loan-, and bank-specific factors as well as to macroeconomic factors known to affect loan rates. The discount is also robust to bank-firm fixed effects. Finally, our tests that build on the micro information banks provide on their lending standards in the Senior Loan Officers Opinion Survey suggest the interest rate discount that riskier borrowers receive when short-term rates are low is bank driven."
"2012-11","Risk Premium, Variance Premium and the Maturity Structure of Uncertainty","March 2012","Bruno Feunou,Jean-Sébastien Fontaine,Abderrahim Taamouti,Roméo Tedongap","TRUE,TRUE,FALSE,FALSE","Asset Pricing,Financial services","G,G1,G12,G13","http://www.bankofcanada.ca/wp-content/uploads/2012/04/wp2012-11.pdf","Expected returns vary when investors face time-varying investment opportunities. Long-run risk models (Bansal and Yaron 2004) and no-arbitrage affine models (Duffie, Pan, and Singleton 2000) emphasize sources of risk that are not observable to the econometrician. We show that, for both classes of models, the term structure of risk implicit in option prices can reveal these risk factors ex-ante. Empirically, we construct the variance term structure implied in SP500 option prices. The variance term structure reveal two important drivers of the bond premium, the equity premium, and the variance premium, jointly. We also consider the term structure of higher-order risks as measured by skewness and kurtosis and still find that two factors are sufficient to summarize the information content from the term structure of risks. Overall, our results bode well for the ability of structural models to explain risk-returns trade-offs across different markets using only very few sources of risk."
"2012-12","House Price Dynamics: Fundamentals and Expectations","April 2012","Eleonora Granziera,Sharon Kozicki","FALSE,TRUE","Asset Pricing,Domestic demand and components,Economic models","E,E3,E6,E65,R,R2,R21","http://www.bankofcanada.ca/wp-content/uploads/2012/04/wp2012-12.pdf","We investigate whether expectations that are not fully rational have the potential to  explain the evolution of house prices and the price-to-rent ratio in the United States. First, a Lucas type asset-pricing model solved under rational expectations is used to derive a  fundamental value for house prices and the price-rent ratio. Although the model can  explain the sample average of the price-rent ratio, it does not generate the volatility and  persistence observed in the data. Then, we consider an intrinsic bubble model and two  models of extrapolative expectations developed by Lansing (2006, 2010) in applications  to stock prices: one that features a constant extrapolation parameter and one in which the  extrapolation coefficient depends on the dividend growth process. We show that these  last two models are equally good at matching sample moments of the data. However, a  counterfactual experiment shows that only the extrapolative expectation model with time-varying  extrapolation coefficient is consistent with the run up in house prices observed  over the 2000-2006 period and the subsequent sharp downturn."
"2012-13","Changes in the Effects of Monetary Policy on Disaggregate Price Dynamics","April 2012","Christiane Baumeister,Philip Liu,Haroon Mumtaz","FALSE,FALSE,FALSE","Econometric and statistical methods,Transmission of monetary policy","E,E3,E30,E32","http://www.bankofcanada.ca/wp-content/uploads/2012/04/wp2012-13.pdf","We examine the evolution of the effects of monetary policy shocks on the distribution of disaggregate prices and quantities of personal consumption expenditures to assess the contribution of monetary policy to changes in U.S. inflation dynamics. Given that the  transmission of monetary policy to aggregate inflation is determined by the responses of its underlying components, the degree of monetary non-neutrality is ultimately the result  of relative price effects at the sectoral level. We provide evidence of considerable heterogeneity in sectoral price responses by introducing time variation in a factor-augmented vector autoregression model. Over time the majority of individual prices respond negatively after a contractionary monetary policy shock and the price dispersion diminishes. We link these empirical findings to a multi-sector DSGE model and show that they are consistent with firms’ heterogeneous pricing decisions and changes in the importance of the cost channel of monetary policy and the degree of wage flexibility."
"2012-14","The Impact of Retail Payment Innovations on Cash Usage","May 2012","Ben Fung,Kim Huynh,Leonard Sabetti","TRUE,TRUE,FALSE","Econometric and statistical methods,Financial services,Payment clearing and settlement systems","C,C3,C35,C8,C83,E,E4,E41","http://www.bankofcanada.ca/wp-content/uploads/2012/05/wp2012-14_revised.pdf","Many predict that innovations in retail payment may render cash obsolete. We investigate this possibility in the context of recent payment innovations such as contactless-credit and stored-value cards. We apply causal inference methods on the 2009 Bank of Canada Method of Payment survey, a representative sample of adult Canadians’ shopping behaviour for retail consumption over a three-day period. We find that using contactless credit cards and stored-value cards lead to a reduction in average cash usage for transactions both in terms of value and volume. Sensitivity analysis is undertaken and our estimates are robust to hidden bias."
"2012-15","Estimating the Demand for Settlement Balances in the Canadian Large Value Transfer System","May 2012","Nellie Zhang","FALSE","Interest rates,Monetary policy implementation,Payment clearing and settlement systems","C,C3,C36,E,E4,E40,E5,E50,G,G0,G01","http://www.bankofcanada.ca/wp-content/uploads/2012/05/wp2012-15.pdf","This paper applies a static model of an interest rate corridor to the Canadian data, and estimates the aggregate demand for central-bank settlement balances in the Large Value Transfer System (LVTS). The empirical specification controls for various calendar effects that have been shown to cause fluctuations in LVTS payment flows. The analysis takes into account the downward divergence of the overnight interest rate from the target rate, which has been persistent since 2005. The results suggest that a target of $3 billion for LVTS settlement balances does not seem excessive during the time period when Canadian monetary policy was operating at the effective lower bound (ELB). Specifically, the model projects that, if the consistent downward divergence of overnight interest rate is taken into account, then on average $2.405 billion of LVTS settlement balances would probably have been sufficient to achieve the goal of keeping the overnight interest rate at or very close to the lower bound of the corridor. However, by targeting a slightly higher level, the Bank of Canada could be 95% certain that the overnight interest rate would on average not exceed its policy rate at the lower bound of the corridor. In addition, the estimation shows that the point elasticity of overnight interest rate is around 0.17 when the daily level of settlement balances is targeted at $3 billion under the ELB framework."
"2012-16","Commodities and Monetary Policy: Implications for Inflation and Price Level Targeting","June 2012","Donald Coletti,René Lalonde,Paul Masson,Dirk Muir,Stephen Snudden","TRUE,FALSE,FALSE,FALSE,FALSE","Economic models,Inflation and prices,International topics,Monetary policy framework","E,E1,E17,E3,E31,E37,E5,E52,F,F4,F41,Q,Q4,Q43","http://www.bankofcanada.ca/wp-content/uploads/2012/06/wp2012-16.pdf","We examine the relative ability of simple inflation targeting (IT) and price level targeting (PLT) monetary policy rules to minimize both inflation variability and business cycle fluctuations in Canada for shocks that have important consequences for global commodity prices. We find that commodities can play a key role in affecting the relative merits of the alternative monetary policy frameworks. In particular, large real adjustment costs in energy supply and demand induce highly persistent cost-push pressures in the economy leading to a significant deterioration in the inflation – output gap trade-off available to central banks, particularly to those pursuing price level targeting."
"2012-17","On the Existence and Fragility of Repo Markets","June 2012","Hajime Tomura","FALSE","Financial markets,Financial stability,Payment clearing and settlement systems","G,G2,G24","http://www.bankofcanada.ca/wp-content/uploads/2012/06/wp2012-17.pdf","This paper presents a model of an over-the-counter bond market in which bond dealers and cash investors arrange repurchase agreements (repos) endogenously. If cash investors buy bonds to store their cash, then they suffer an endogenous bond-liquidation cost because they must sell their bonds before the scheduled times of their cash payments. This cost provides incentive for both dealers and cash investors to arrange repos with endogenous margins. As part of multiple equilibria, the bond-liquidation cost also gives rise to another equilibrium in which cash investors stop transacting with dealers all at once. Credit market interventions block this equilibrium."
"2012-18","Consumer Bankruptcy and Information","July 2012","Jason Allen,H. Evren Damar,David Martinez-Miera","TRUE,FALSE,FALSE","Financial Institutions,Financial services","D,D4,G,G2","http://www.bankofcanada.ca/wp-content/uploads/2012/07/wp2012-18.pdf","We analyze the relationship between the intensity of banks’ use of soft-information and household bankruptcy patterns. Using a unique data set on the universe of Canadian household bankruptcies, we document that bankruptcy rates are higher in markets where the collection of soft, or qualitative locally gathered information, is the weakest. Using two Canadian bank mergers as exogenous variation in local market structure, we show that the differences in bankruptcy rates are not due to changes in the supply of credit. Our findings indicate that screening via hard-information is not a perfect substitute for soft-information. Instead, the two appear to be complements."
"2012-19","International Business Cycles and Financial Frictions","July 2012","Wen Yao","FALSE","Business fluctuations and cycles,International financial markets,International topics","E,E3,E30,F,F4,F42,F44","http://www.bankofcanada.ca/wp-content/uploads/2012/07/wp2012-19.pdf","This paper builds a two-country DSGE model to study the quantitative impact of financial frictions on business cycle co-movements when investors have foreign asset exposure. The investor in each country holds capital in both countries and faces a leverage constraint on her debt. I show quantitatively that financial frictions along with foreign asset exposure give rise to a multiplier effect that amplifies the transmission of shocks between countries. The key mechanism is that a negative shock in the home country reduces the wealth of investors in both countries, which tightens their leverage constraints, leading to a fall in investment, consumption, and hours worked in the foreign country. Compared to the existing literature, which tends to produce either negative or positive but small cross-country correlations, this model produces positive and sizable correlations that are consistent with the data. The model can account for most of the investment, employment and consumption correlations and predicts more than half of the output correlation. In addition, the model shows that, consistent with empirical findings, when investors have more foreign asset exposure to the other country, the output correlation between the two countries increases."
"2012-2","Time-Varying Effects of Oil Supply Shocks on the U.S. Economy","January 2012","Christiane Baumeister,Gert Peersman","FALSE,FALSE","Econometric and statistical methods,International topics","E,E3,E31,E32,Q,Q4,Q43","http://www.bankofcanada.ca/wp-content/uploads/2012/01/wp2012-02.pdf","We use vector autoregressions with drifting coefficients and stochastic volatility to investigate how the dynamic effects of oil supply shocks on the U.S. economy have changed over time. We find a substantial decline in the short-run price elasticity of oil demand since the mid-eighties. This finding helps explain why an oil production shortfall of the same magnitude is associated with a stronger response of oil prices and more severe macroeconomic consequences over time, while an oil price increase of the same magnitude is associated with a smaller decline in oil production and smaller losses in U.S. output in more recent years. We also show that oil supply shocks more recently account for a smaller fraction of the variability of the real price of oil, implying a greater role for oil demand shocks. Notwithstanding this time variation, the overall cumulative effect of oil supply disruptions on the U.S. economy has been modest. Oil supply shocks contributed to some extent to the 1991 recession and slowed the economic boom of 1999-2000, but they do not explain other U.S. recessions nor do they help explain the ""Great Inflation"" of the 1970s and early 1980s."
"2012-20","The Sensitivity of Producer Prices to Exchange Rates: Insights from Micro Data","July 2012","Shutao Cao,Wei Dong,Ben Tomlin","TRUE,TRUE,TRUE","Exchange rates,Inflation and prices,Market structure and pricing","E,E3,E30,F,F3,F31,F4,F41,L,L1,L11","http://www.bankofcanada.ca/wp-content/uploads/2012/07/wp2012-20.pdf","This paper studies the sensitivity of Canadian producer prices to the Canada-U.S. exchange rate. Using a unique product-level price data set, we estimate and analyze the impact of movements in the exchange rate on both domestic and export producer prices. First, we find that both domestic and export prices are sensitive to movements in the exchange rate. A one percent depreciation in Canadian dollar is associated with a 0.18 (0.25 conditional on price changes in the currency of pricing) percent increase in domestic prices, and a 0.39 (0.60 conditional on price changes in the currency of pricing) percent increase in export prices (once prices are converted into a single currency). Next, we find that there is an important difference in export price sensitivity to the exchange rate depending on the currency of pricing. Those Canadian producers that invoice their exported products in Canadian dollars do not adjust prices to movements in the exchange rate. Meanwhile, those invoicing in U.S. dollars increase their Canadian dollar prices when the Canadian dollar depreciates. Finally, for the same good sold in both the domestic and U.S. markets, the currency of pricing appears to play an important role in determining mark-up adjustment and the degree of pricing to market. These findings shed light on understanding the sources of incomplete exchange rate pass-through into import prices, as well as the indirect effect of the exchange rates on domestic prices through import competition and the use of imported inputs."
"2012-21","Unconventional Monetary Policy and the Great Recession: Estimating the Macroeconomic Effects of a Spread Compression at the Zero Lower Bound","July 2012","Christiane Baumeister,Luca Benati","FALSE,FALSE","Econometric and statistical methods,Interest rates,Monetary policy framework,Transmission of monetary policy","C,C1,C11,C3,C32,E,E5,E52,E58","http://www.bankofcanada.ca/wp-content/uploads/2012/07/wp2012-21.pdf","We explore the macroeconomic effects of a compression in the long-term bond yield spread within the context of the Great Recession of 2007-2009 via a time-varying parameter structural VAR model. We identify a ‘pure’ spread shock defined as a shock that leaves the policy rate unchanged, which allows us to characterize the macroeconomic consequences of a decline in the yield spread induced by central banks’ asset purchases within an environment in which the policy rate is constrained by the effective zero lower bound. Two key findings stand out. First, compressions in the long-term yield spread exert a powerful effect on both output growth and inflation. Second, conditional on available estimates of the impact of the Federal Reserve’s and the Bank of England’s asset purchase programs on long-term yield spreads, our counterfactual simulations suggest that U.S. and U.K. unconventional monetary policy actions have averted significant risks both of deflation and of output collapses comparable to those that took place during the Great Depression."
"2012-22","The Ex-Ante Versus Ex-Post Effect of Public Guarantees","July 2012","H. Evren Damar,Reint Gropp,Adi Mordel","FALSE,FALSE,TRUE","Financial Institutions,Financial stability,Financial system regulation and policies","G,G2,G21,G28,G3,G32","http://www.bankofcanada.ca/wp-content/uploads/2012/07/wp2012-22.pdf","In October 2006, Dominion Bond Rating Service (DBRS) introduced new ratings for banks that account for the potential of government support. The rating changes are not a reflection of any changes in the respective banks’ credit fundamentals. We use this natural experiment to evaluate the consequences of bail out expectations for bank behavior using a difference in differences approach. The results suggest a striking difference between the effects of bail out probabilities during calm times (“ex ante”) versus during crisis times (“ex post”). During calm times, higher bail-out probabilities result in higher risk taking, consistent with the moral hazard view and much of the empirical literature. However, in crisis times, we find that banks with higher bail out probabilities tend to increase their risk taking less compared to banks that were ex ante unlikely to be bailed-out. Charter values are one part of the explanation: Supported banks may have a funding advantage relative to non-supported banks during the crisis. However, we cannot rule out that other factors also may be playing a role, including tighter supervision of supported banks in crisis times."
"2012-23","Inflation and Growth: A New Keynesian Perspective","July 2012","Robert Amano,Thomas J. Carter,Kevin Moran","TRUE,TRUE,FALSE","Inflation: costs and benefits","E,E3,E31,E5,E52,O,O3,O31,O4,O42","http://www.bankofcanada.ca/wp-content/uploads/2012/07/wp2012-23.pdf","The long-run relation between growth and inflation has not yet been studied in the context of nominal price and wage rigidities, despite the fact that these rigidities now figure prominently in workhorse macroeconomic models. We therefore integrate staggered price- and wage-setting into an endogenous growth framework. In this setting, growth and inflation are linked via the incentive to innovate. For standard calibrations, the linkage is strong: as trend inflation shifts from –5 to 5 percent, the range over which the economy’s steady-state growth rate varies spans 50 basis points, implying up to a 15 percent output differential after thirty years. Nominal wage rigidity plays a critical role in generating these results, and compounding of inflation’s growth effects implies large welfare losses. Endogenous growth thus proves a key channel via which inflation impacts New Keynesian economies."
"2012-24","Why Do Shoppers Use Cash? Evidence from Shopping Diary Data","July 2012","Naoki Wakamori,Angelika Welte","FALSE,TRUE","Bank notes,Econometric and statistical methods,Financial services","C,C2,D,D1,G,G2","http://www.bankofcanada.ca/wp-content/uploads/2012/07/wp2012-24.pdf","Recent studies find that cash remains a dominant payment choice for small-value transactions despite the prevalence of alternative means of payment such as debit and credit cards. For policy makers an important question is whether consumers truly prefer using cash or merchants restrict card usage. Using the Bank of Canada’s 2009 Method of Payment Survey, we estimate a generalized multinomial logit model of payment choices to extract individual heterogeneity (demand-side factors) while controlling for merchants’ acceptance of cards (supply-side factors). Based on a counterfactual exercise where we assume universal card acceptance among merchants, we find that some consumers would decrease their cash usage but the magnitude of this decrease is small. Our results imply that the use of cash in small-value transactions is driven mainly by consumers’ preferences."
"2012-25","Does the Buck Stop Here? A Comparison of Withdrawals from Money Market Mutual Funds with Floating and Constant Share Prices","August 2012","Jonathan Witmer","TRUE","Financial markets,Financial stability,Market structure and pricing","F,F3,F30,G,G0,G01,G1,G18,G2,G20","http://www.bankofcanada.ca/wp-content/uploads/2012/08/wp2012-25.pdf","Recent reform proposals call for an elimination of the constant net asset value (NAV) or “buck” in money market mutual funds to reduce the occurrence of runs. Outside the United States, there are several countries that have money market mutual funds with and without constant NAVs. Using daily data on individual fund flows from these countries, this paper evaluates whether the reliance on a constant NAV is associated with a higher frequency of sustained fund outflows. Preliminary evidence suggests that funds with a constant NAV are more likely to experience sustained outflows, even after controlling for country fixed effects and other factors. Moreover, these sustained outflows in constant NAV money market funds were more acute during the period of the run on the Reserve Primary fund, and were subdued after the U.S. Treasury guarantee program for money market funds was put in place. Consistent with the theory that constant NAV funds receive additional implicit support from fund sponsors, fund liquidations are less prevalent in funds with a constant NAV following periods of larger outflows."
"2012-26","Natural Monopoly and Distorted Competition: Evidence from Unbundling Fiber-Optic Networks","August 2012","Naoaki Minamihashi","FALSE","Market structure and pricing,Productivity","K,K2,K23,L,L4,L43,L9,L96","http://www.bankofcanada.ca/wp-content/uploads/2012/08/wp2012-26.pdf","Can regulation solve problems arising from a natural monopoly? This paper analyzes whether “unbundling,” referring to regulations that enforce sharing of natural monopolistic infrastructure, prevents entrants from building new infrastructure. It models and estimates a dynamic entry game to evaluate the effects of regulation, using a dataset for construction of fiber-optic networks in Japan. The counterfactual exercise shows that forced unbundling regulation leads to a 24% decrease in the incidence of new infrastructure builders. This suggests, therefore, that when a new technology is being diffused, regulation to remove a natural monopoly conversely involves risks that regulated monopolists’ shares will increase."
"2012-27","Systematic Risk, Debt Maturity and the Term Structure of Credit Spreads","August 2012","Hui Chen,Yu Xu,Jun Yang","FALSE,FALSE,TRUE","Asset Pricing,Debt Management","G,G3,G32,G33","http://www.bankofcanada.ca/wp-content/uploads/2012/08/wp2012-27.pdf","We build a dynamic capital structure model to study the link between systematic risk exposure and debt maturity, as well as their joint impact on the term structure of credit spreads. Our model allows for time variation and lumpiness in the maturity structure. Relative to short-term debt, long-term debt is less prone to rollover risks, but its illiquidity raises the costs of financing. The risk premium embedded in the bankruptcy costs causes firms with high systematic risk to favour longer debt maturity, as well as a more stable maturity structure over the business cycle. Pro-cyclical debt maturity amplifies the impact of aggregate shocks on the term structure of credit spreads, especially for firms with high leverage or high beta, and for firms with a large amount of long-term debt maturing when the aggregate shock arrives. However, endogenous maturity choice can also reduce and even reverse the effect of rollover risk on credit spreads. We provide empirical evidence for the model predictions on both debt maturity and credit spreads."
"2012-28","What Drags and Drives Mobility: Explaining Canada’s Aggregate Migration Patterns","August 2012","David Amirault,Daniel de Munnik,Sarah Miller","TRUE,TRUE,TRUE","Econometric and statistical methods,Labour markets,Regional economic developments","J,J6,J61,R,R2,R23","http://www.bankofcanada.ca/wp-content/uploads/2012/09/wp2012-28.pdf","Using census data at the economic region level from 1991 to 2006 and a gravity model framework, this paper examines the factors that influence migration within Canada. Results from both Poisson pseudo-maximum likelihood and negative binominal regression models suggest that provincial borders are statistically significant barriers to migration but the magnitude of their effect varies by model specification. The regression results also indicate that differences in employment rates, household incomes and language are important in explaining migration between Canadian economic regions. We also find evidence that the negative effect of distance on migration may be declining over time."
"2012-29","Efficiency and Bargaining Power in the Interbank Loan Market","September 2012","Jason Allen,James Chapman,Federico Echenique,Matthew Shum","TRUE,TRUE,FALSE,FALSE","Financial Institutions,Payment clearing and settlement systems","C,C7,C71,E,E5,E58,G,G2,G21,G28","http://www.bankofcanada.ca/wp-content/uploads/2012/09/wp2012-29.pdf","Using detailed loan transactions-level data we examine the efficiency of an overnight interbank lending market, and the bargaining power of its participants. Our analysis relies on the equilibrium concept of the core, which imposes a set of no-arbitrage conditions on trades in the market. For Canada we show that while the market is fairly efficient, some degree of inefficiency persists throughout our sample. The level of inefficiency matches distinct phases of both the Bank of Canada’s operations as well as phases of the 2007- 2008 financial crisis, where more liquidity intervention implies more inefficiency. We find that bargaining power tilted sharply towards borrowers as the financial crisis progressed, and towards riskier borrowers. This supports a nuanced version of the Too- Big-To-Fail story, whereby participants continued to lend to riskier banks at favorable rates, not because of explicit support to the riskier banks provided by governmental authorities, but rather due to the collective self-interest of these banks."
